original,augmented,food,service,place,cost,source_index,similarity
"đến đây ăn và có trải nghiệm thật tệ, chất lượng món ăn bình thường, khẩu vị tùy người nhưng mình cảm thấy ở đây tạm ổn. về giá cả cũng tầm trung. có khu ngoài trời ven sông hoặc trong nhà nhưng mình nghĩ mọi người nên vào khu trong nhà vì ở ngoài sông hôi và có hàng cây chắn nên không mát lắm. đến đây thì 2 đứa order 1 nghêu hấp thái, 1 đậu hủ, 1 mẹt heo giòn. nghêu hấp thái ngon với nước dùng khá cay, nước chấm lạt, gia đình có trẻ em không nên gọi món này. còn đậu hủ chiên giòn bình thường, ăn kèm với mắm tôm nhưng bạn mình không ăn mắm tôm có nhờ bạn nhân viên đổi sang tương ớt thì bạn đó đi luôn và không trở lại sau khi lót dạ 2 món trên thì tụi mình ngồi chờ cái mẹt cả tiếng, hỏi bạn nhân viên thì bạn đó báo bếp đang làm. chờ thêm 15 phút nữa có 1 bạn khác ra thông báo món đó hết rồi ? thật sự lúc này mình muốn bỏ về nhưng vì đang đói nên order món khác là gà tiềm ớt hiểm. đợi thêm 40 phút nữa, lúc này gần 10h rồi vẫn chưa thấy món, bên mình hối nhân viên xong thì bưng ra được nồi lẩu chưa có gà à vị nước lẩu không cay lắm, không thơm mùi ớt hiểm, gà mềm. ngay cả khi bọn mình kêu tính hóa đơn trước mà còn chậm chạp. nhận hóa đơn may mà kiểm tra lại vì quán tính tiền cả mẹt heo cho bọn mình chưa kể ăn về bị đau bụng","mình đến ăn ở đây và cảm thấy trải nghiệm khá tệ. đồ ăn chỉ ở mức bình thường, khẩu vị tùy người nhưng mình thấy tạm ổn, giá tầm trung. quán có khu ngoài trời ven sông và khu trong nhà nhưng mình nghĩ nên ngồi trong vì ngoài sông hơi hôi và không mát. tụi mình gọi nghêu hấp thái, đậu hủ và mẹt heo giòn. nghêu hấp thái khá ngon và cay, nước chấm hơi nhạt nên gia đình có trẻ em không nên gọi. đậu hủ chiên bình thường, ăn với mắm tôm nhưng bạn mình không ăn nên nhờ đổi tương ớt, nhân viên đi luôn không quay lại. sau khi ăn 2 món tụi mình đợi mẹt heo cả tiếng, hỏi nhân viên thì nói bếp đang làm. thêm 15 phút có người báo món đó hết. vì đói nên tụi mình gọi gà tiềm ớt hiểm. đợi thêm 40 phút gần 10h mới mang ra nồi lẩu chưa có gà, nước lẩu không cay và không thơm mùi ớt hiểm, gà mềm. tính tiền cũng chậm, kiểm tra hóa đơn còn bị tính cả mẹt heo, ăn xong về bị đau bụng.",2,1,3,3,17.0,0.940867
"đến đây ăn và có trải nghiệm thật tệ, chất lượng món ăn bình thường, khẩu vị tùy người nhưng mình cảm thấy ở đây tạm ổn. về giá cả cũng tầm trung. có khu ngoài trời ven sông hoặc trong nhà nhưng mình nghĩ mọi người nên vào khu trong nhà vì ở ngoài sông hôi và có hàng cây chắn nên không mát lắm. đến đây thì 2 đứa order 1 nghêu hấp thái, 1 đậu hủ, 1 mẹt heo giòn. nghêu hấp thái ngon với nước dùng khá cay, nước chấm lạt, gia đình có trẻ em không nên gọi món này. còn đậu hủ chiên giòn bình thường, ăn kèm với mắm tôm nhưng bạn mình không ăn mắm tôm có nhờ bạn nhân viên đổi sang tương ớt thì bạn đó đi luôn và không trở lại sau khi lót dạ 2 món trên thì tụi mình ngồi chờ cái mẹt cả tiếng, hỏi bạn nhân viên thì bạn đó báo bếp đang làm. chờ thêm 15 phút nữa có 1 bạn khác ra thông báo món đó hết rồi ? thật sự lúc này mình muốn bỏ về nhưng vì đang đói nên order món khác là gà tiềm ớt hiểm. đợi thêm 40 phút nữa, lúc này gần 10h rồi vẫn chưa thấy món, bên mình hối nhân viên xong thì bưng ra được nồi lẩu chưa có gà à vị nước lẩu không cay lắm, không thơm mùi ớt hiểm, gà mềm. ngay cả khi bọn mình kêu tính hóa đơn trước mà còn chậm chạp. nhận hóa đơn may mà kiểm tra lại vì quán tính tiền cả mẹt heo cho bọn mình chưa kể ăn về bị đau bụng","trải nghiệm ăn uống tại đây của mình rất tệ. món ăn bình thường, khẩu vị tùy người nhưng mình thấy tạm ổn, giá tầm trung. quán có khu ngoài trời ven sông và khu trong nhà nhưng mình nghĩ nên ngồi trong vì ngoài sông hơi hôi và không mát lắm. tụi mình gọi nghêu hấp thái, đậu hủ và mẹt heo giòn. nghêu hấp thái ngon và khá cay, nước chấm hơi nhạt nên gia đình có trẻ em không nên gọi. đậu hủ chiên bình thường, ăn với mắm tôm nhưng bạn mình không ăn nên nhờ đổi tương ớt, nhân viên đi luôn không quay lại. sau khi ăn 2 món tụi mình chờ mẹt heo gần tiếng, hỏi nhân viên thì nói bếp đang làm. thêm 15 phút thì có người báo món đó hết. vì đói nên tụi mình gọi gà tiềm ớt hiểm. chờ thêm 40 phút gần 10h mới đem ra nồi lẩu chưa có gà, nước lẩu không cay và không thơm mùi ớt hiểm, gà mềm. tính tiền cũng chậm, kiểm tra hóa đơn còn tính cả mẹt heo, về nhà còn bị đau bụng.",2,1,3,3,17.0,0.9330772
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","ưu điểm: quán rộng rãi và thoáng mát, có nhiều phòng vip cùng nhiều bàn nên những dịp lễ không sợ hết chỗ. thực đơn đa dạng, món ăn ở mức ổn, không quá xuất sắc nhưng cũng không dở. gỏi bò bóp thấu và mực nướng muối ớt khá ngon, giá cả tạm được. khuyết điểm: món lên rất lâu, dù đã đặt trước để chuẩn bị nhưng vẫn phải đợi lâu, khoảng cách giữa các lần lên món quá xa nên ăn xong đã no và không còn hứng gọi thêm.",3,1,2,3,18.0,0.937649
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","ưu điểm: không gian quán rộng rãi, thoáng mát, có nhiều phòng vip và nhiều bàn nên dịp lễ cũng không lo thiếu chỗ. món ăn khá đa dạng, chất lượng ở mức ổn, không quá nổi bật nhưng cũng không tệ. gỏi bò bóp thấu và mực nướng muối ớt ăn ngon, giá cả tạm ổn. nhược điểm: lên món quá lâu, dù đã đặt trước nhưng vẫn phải chờ, khoảng cách giữa các món quá lâu nên ăn xong đã no và không muốn gọi thêm.",3,1,2,3,18.0,0.92224205
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","ưu điểm: quán rộng và thoáng, có nhiều phòng vip cùng nhiều bàn nên ngày lễ cũng không sợ hết chỗ. thực đơn nhiều món, ăn ở mức ổn, không quá đặc sắc nhưng cũng không dở. gỏi bò bóp thấu và mực nướng muối ớt khá ngon, giá cả tạm được. khuyết điểm: món lên cực kỳ lâu, dù đặt trước để chuẩn bị vẫn phải đợi lâu, các món ra cách nhau quá lâu nên ăn xong đã no và không còn muốn gọi thêm.",3,1,2,3,18.0,0.8982749
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","ưu điểm: không gian quán rộng rãi, thoáng mát, có nhiều phòng vip và nhiều bàn nên dịp lễ cũng không lo thiếu chỗ ngồi. món ăn khá đa dạng, chất lượng ở mức ổn, không quá xuất sắc nhưng cũng không tệ. gỏi bò bóp thấu và mực nướng muối ớt khá ngon, giá cả tạm ổn. khuyết điểm: lên món quá chậm, dù đã đặt trước nhưng vẫn phải chờ lâu, khoảng cách giữa các món rất lâu nên ăn xong đã no và không muốn gọi thêm.",3,1,2,3,18.0,0.91128546
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","ưu điểm: quán có không gian rộng rãi, thoáng mát, nhiều phòng vip và nhiều bàn nên ngày lễ cũng không lo thiếu chỗ. thực đơn đa dạng, món ăn ở mức ổn, không quá nổi bật nhưng cũng không dở. gỏi bò bóp thấu và mực nướng muối ớt khá ngon, giá cả tạm được. khuyết điểm: món lên rất lâu, dù đặt trước rồi nhưng vẫn phải đợi, khoảng cách giữa các món quá lâu khiến mình no luôn và không muốn gọi thêm.",3,1,2,3,18.0,0.9106812
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","ưu điểm: không gian rộng rãi và thoáng mát, có nhiều phòng vip và nhiều bàn nên dịp lễ cũng không sợ hết chỗ. món ăn đa dạng, ăn ở mức ổn, không quá đặc sắc nhưng cũng không tệ. gỏi bò bóp thấu và mực nướng muối ớt khá ngon, giá cả tạm ổn. khuyết điểm: món lên cực lâu, dù đã đặt trước để chuẩn bị nhưng vẫn phải chờ lâu, các món ra cách nhau quá xa nên ăn xong đã no và không còn hứng gọi thêm.",3,1,2,3,18.0,0.9208212
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","ưu điểm: quán rộng rãi, thoáng mát, có nhiều phòng vip và nhiều bàn nên ngày lễ cũng không lo thiếu chỗ. thực đơn khá nhiều món, ăn ở mức ổn, không quá xuất sắc nhưng cũng không dở. gỏi bò bóp thấu và mực nướng muối ớt ngon, giá cả tạm được. khuyết điểm: lên món rất lâu, dù đã đặt trước nhưng vẫn phải đợi, khoảng cách giữa các lần lên món quá lâu khiến mình no và không muốn gọi thêm.",3,1,2,3,18.0,0.9101013
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","ưu điểm: không gian quán rộng và thoáng, có nhiều phòng vip và nhiều bàn nên dịp lễ cũng không sợ hết chỗ. món ăn khá đa dạng, chất lượng ở mức ổn, không quá nổi bật nhưng cũng không tệ. gỏi bò bóp thấu và mực nướng muối ớt ngon, giá cả tạm ổn. khuyết điểm: món lên quá lâu, dù đặt trước nhưng vẫn phải chờ, các món ra cách nhau quá lâu nên ăn xong đã no và không còn muốn gọi thêm.",3,1,2,3,18.0,0.898319
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","ưu điểm: quán có không gian rộng rãi, thoáng mát với nhiều phòng vip và nhiều bàn nên dịp lễ cũng không lo thiếu chỗ. thực đơn đa dạng, món ăn ở mức ổn, không quá đặc sắc nhưng cũng không dở. gỏi bò bóp thấu và mực nướng muối ớt khá ngon, giá cả tạm được. khuyết điểm: món lên quá chậm, dù đã đặt trước để chuẩn bị nhưng vẫn phải đợi lâu, các món lên cách nhau quá xa nên ăn xong đã no và không còn hứng gọi thêm.",3,1,2,3,18.0,0.93373
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","ưu điểm: không gian quán rộng rãi và thoáng mát, có nhiều phòng vip và nhiều bàn nên ngày lễ cũng không sợ hết chỗ. món ăn đa dạng, ăn ở mức ổn, không quá xuất sắc nhưng cũng không dở. gỏi bò bóp thấu và mực nướng muối ớt khá ngon, giá cả tạm ổn. khuyết điểm: món lên rất lâu dù đã đặt trước, khoảng cách giữa các món quá lâu nên ăn xong đã no và không còn muốn gọi thêm.",3,1,2,3,18.0,0.8877529
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","mình đến quán vào dịp lễ nên khá đông, điểm cộng là có view xem được pháo hoa. đồ uống ở mức trung bình, không quá đặc sắc. giá tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet rất dơ, chỉ có 2 cái và nam nữ dùng chung lộn xộn, mùi bay ra cả sảnh thang máy nên nếu ở lại lâu thì hơi khó chịu.",1,2,1,3,19.0,0.9392539
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","mình ghé quán đúng dịp lễ nên khá đông khách, bù lại quán có view xem pháo hoa khá đẹp. thức uống chỉ ở mức trung bình, không có gì đặc biệt. giá cả tầm trung so với khu vực. nhân viên phục vụ khá nhiệt tình. điểm trừ lớn là nhà vệ sinh quá dơ, chỉ có 2 cái và nam nữ dùng chung lộn xộn, mùi lan ra tận sảnh thang máy nên ở lâu sẽ khá khó chịu.",1,2,1,3,19.0,0.91278684
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","đi vào dịp lễ nên quán khá đông nhưng điểm cộng là có view nhìn thấy pháo hoa. đồ uống ở mức bình thường, không đặc sắc lắm. giá tầm trung so với khu vực xung quanh. nhân viên phục vụ khá nhiệt tình. điểm trừ là nhà vệ sinh rất dơ, chỉ có 2 phòng và nam nữ dùng chung lộn xộn, mùi còn bay ra tận sảnh thang máy.",1,2,1,3,19.0,0.91985124
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","mình tới quán vào dịp lễ nên khá đông khách, điểm cộng là có view xem pháo hoa. nước uống chỉ ở mức trung bình, không có gì nổi bật. giá cả tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ, chỉ có 2 cái và nam nữ dùng chung lộn xộn, mùi lan ra cả khu thang máy.",1,2,1,3,19.0,0.9217658
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","đến quán vào dịp lễ nên đông khách, điểm cộng là có view xem được pháo hoa. đồ uống ở mức trung bình, không quá đặc sắc. giá cả tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là nhà vệ sinh rất dơ, chỉ có 2 phòng và nam nữ đi chung lộn xộn, mùi bay ra cả sảnh thang máy.",1,2,1,3,19.0,0.9141914
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","mình ghé quán đúng dịp lễ nên khá đông nhưng bù lại có view xem pháo hoa. thức uống chỉ ở mức trung bình, không quá nổi bật. giá tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ lớn là toilet quá dơ, chỉ có 2 cái và nam nữ dùng chung lộn xộn, mùi bay ra tận sảnh thang máy.",1,2,1,3,19.0,0.9202367
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","tới quán vào dịp lễ nên đông khách, bù lại có view nhìn được pháo hoa. đồ uống ở mức bình thường, không đặc sắc lắm. giá cả tầm trung so với khu vực xung quanh. nhân viên phục vụ khá nhiệt tình. điểm trừ là nhà vệ sinh rất dơ, chỉ có 2 cái và nam nữ dùng chung lộn xộn, mùi lan ra tận sảnh thang máy.",1,2,1,3,19.0,0.90096545
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","mình đến quán dịp lễ nên khá đông khách, điểm cộng là có view xem pháo hoa. thức uống ở mức trung bình, không có gì đặc biệt. giá cả tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet rất dơ, chỉ có 2 cái và nam nữ đi lộn xộn, mùi còn bay ra ngoài sảnh thang máy.",1,2,1,3,19.0,0.92074805
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","đến quán vào dịp lễ nên khá đông nhưng điểm cộng là có view xem pháo hoa. nước uống ở mức trung bình, không đặc sắc lắm. giá tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là nhà vệ sinh quá dơ, chỉ có 2 cái và nam nữ dùng chung lộn xộn, mùi lan ra cả sảnh thang máy.",1,2,1,3,19.0,0.9284698
"mình đến quán vào dịp lễ nên cũng khá đông, điểm cộng là quán lại có view xem được pháo hoa. thức uống ở mức trung bình, không đặc sắc lắm. giá thành tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet quá dơ chỉ có 2 cái và nam nữ đi loạn xạ, mùi đến cả ngoài sảnh thang máy, nên cân nhắc khi ở lại đây quá lâu.","mình ghé quán vào dịp lễ nên khá đông khách, điểm cộng là có view xem pháo hoa. đồ uống ở mức trung bình, không quá nổi bật. giá cả tầm trung so với khu vực. nhân viên khá nhiệt tình. điểm trừ là toilet rất dơ, chỉ có 2 phòng và nam nữ đi chung lộn xộn, mùi bay ra tận sảnh thang máy nên ở lâu sẽ hơi khó chịu.",1,2,1,3,19.0,0.91024077
"thấy mở được vài tháng nên ghé thử trong dịp tết này. đồ ăn khá khô khan, gà tươi ổn, giá cả ổn. có một điểm là nhận được thẻ cào với hoá đơn 100 vnd của mình 317 vnd, tưởng được 3 thẻ. cái đó không nói. đáng chú ý là mình có con nhỏ, nhân viên bắt cào tại quầy. mình nói đem lên lầu để cho mấy đứa nó cào, dù gì cũng ăn tại quán chứ có mang đi. nói mãi mới hiểu được vấn đề. nhận được phần thưởng ly nước ngọt refill. phần ăn mình đã có 4 lý rồi, thêm 1 nữa là 5, nhân viên nói để dành cho lần sau. mình tính là vậy cho đến khi ăn xong, xin cái nắp ly để mang nước về do refill uống không hết. không có nắp, ổn, vẫn không sao. rồi mình xin cái bịch, không cho bịch để cầm ly mang về luôn. wow. mình mới hỏi nếu khách mua mang về thì cầm kiểu gì, nhân viên nam không giải thích gì thêm mà chỉ nói là không có bịch. đến cái bịch còn không có thì chịu. cách tới già nhé. xin cám ơn. ps: không rảnh chụp bill. chỉ nhớ chính xác một phần a1 và a4 cộng thêm chai nước suối 317 vnd. bye bye.","thấy quán mới mở được vài tháng nên dịp tết này mình ghé thử. đồ ăn hơi khô, gà tươi thì ổn, giá cả cũng ổn. có điều mình nhận được thẻ cào với hóa đơn 317 vnd, tưởng sẽ được 3 thẻ. chuyện đó không nói. vấn đề là mình có con nhỏ nên muốn đem thẻ lên lầu cho tụi nhỏ cào, vì mình ăn tại quán chứ không mang đi, nhưng nhân viên bắt cào tại quầy. nói một hồi mới hiểu. cuối cùng trúng ly nước ngọt refill. phần ăn mình đã có 4 ly rồi, thêm 1 nữa là 5, nhân viên nói để dành lần sau. ăn xong mình xin nắp ly để mang nước về vì refill uống không hết thì quán không có nắp. mình xin cái bịch để mang ly về cũng không cho. mình hỏi nếu khách mua mang đi thì cầm kiểu gì, nhân viên nam chỉ nói là không có bịch và không giải thích gì thêm. đến cái bịch còn không có thì chịu luôn, chắc sẽ không quay lại. ps: không chụp bill nhưng nhớ có phần a1, a4 và chai nước suối tổng 317 vnd.",1,1,0,2,20.0,0.9624329
"thấy mở được vài tháng nên ghé thử trong dịp tết này. đồ ăn khá khô khan, gà tươi ổn, giá cả ổn. có một điểm là nhận được thẻ cào với hoá đơn 100 vnd của mình 317 vnd, tưởng được 3 thẻ. cái đó không nói. đáng chú ý là mình có con nhỏ, nhân viên bắt cào tại quầy. mình nói đem lên lầu để cho mấy đứa nó cào, dù gì cũng ăn tại quán chứ có mang đi. nói mãi mới hiểu được vấn đề. nhận được phần thưởng ly nước ngọt refill. phần ăn mình đã có 4 lý rồi, thêm 1 nữa là 5, nhân viên nói để dành cho lần sau. mình tính là vậy cho đến khi ăn xong, xin cái nắp ly để mang nước về do refill uống không hết. không có nắp, ổn, vẫn không sao. rồi mình xin cái bịch, không cho bịch để cầm ly mang về luôn. wow. mình mới hỏi nếu khách mua mang về thì cầm kiểu gì, nhân viên nam không giải thích gì thêm mà chỉ nói là không có bịch. đến cái bịch còn không có thì chịu. cách tới già nhé. xin cám ơn. ps: không rảnh chụp bill. chỉ nhớ chính xác một phần a1 và a4 cộng thêm chai nước suối 317 vnd. bye bye.","quán mở được vài tháng nên mình ghé thử dịp tết. đồ ăn hơi khô, gà tươi ổn, giá cả cũng tạm được. hóa đơn của mình 317 vnd nên tưởng được 3 thẻ cào. chuyện đó không quan trọng. vấn đề là mình có con nhỏ nên muốn đem thẻ lên lầu cho tụi nhỏ cào nhưng nhân viên bắt phải cào tại quầy. giải thích mãi mới hiểu. cuối cùng trúng một ly nước ngọt refill. phần ăn mình đã có 4 ly rồi nên thành 5 ly, nhân viên bảo để dành lần sau. ăn xong mình xin nắp ly để mang nước về vì uống không hết nhưng quán không có. xin thêm cái bịch để cầm ly về cũng không cho. hỏi nếu khách mua mang về thì cầm sao thì nhân viên nam chỉ nói không có bịch. đến cái bịch cũng không có thì chịu luôn, chắc khỏi quay lại. ps: không chụp bill nhưng nhớ có a1, a4 và chai nước suối tổng 317 vnd.",1,1,0,2,20.0,0.9234536
"thấy mở được vài tháng nên ghé thử trong dịp tết này. đồ ăn khá khô khan, gà tươi ổn, giá cả ổn. có một điểm là nhận được thẻ cào với hoá đơn 100 vnd của mình 317 vnd, tưởng được 3 thẻ. cái đó không nói. đáng chú ý là mình có con nhỏ, nhân viên bắt cào tại quầy. mình nói đem lên lầu để cho mấy đứa nó cào, dù gì cũng ăn tại quán chứ có mang đi. nói mãi mới hiểu được vấn đề. nhận được phần thưởng ly nước ngọt refill. phần ăn mình đã có 4 lý rồi, thêm 1 nữa là 5, nhân viên nói để dành cho lần sau. mình tính là vậy cho đến khi ăn xong, xin cái nắp ly để mang nước về do refill uống không hết. không có nắp, ổn, vẫn không sao. rồi mình xin cái bịch, không cho bịch để cầm ly mang về luôn. wow. mình mới hỏi nếu khách mua mang về thì cầm kiểu gì, nhân viên nam không giải thích gì thêm mà chỉ nói là không có bịch. đến cái bịch còn không có thì chịu. cách tới già nhé. xin cám ơn. ps: không rảnh chụp bill. chỉ nhớ chính xác một phần a1 và a4 cộng thêm chai nước suối 317 vnd. bye bye.","thấy quán mới mở vài tháng nên tết này mình ghé thử. đồ ăn hơi khô, gà tươi ổn, giá cả cũng tạm. hóa đơn 317 vnd nên mình tưởng được 3 thẻ cào. chuyện đó không quan trọng. mình có con nhỏ nên xin đem thẻ lên lầu cho tụi nhỏ cào vì mình ăn tại quán, nhưng nhân viên bắt cào ngay tại quầy. nói một hồi mới hiểu. kết quả trúng một ly nước ngọt refill. phần ăn mình đã có 4 ly rồi, thêm ly này là 5, nhân viên bảo để dành lần sau. ăn xong xin nắp ly để mang nước về vì uống không hết thì quán nói không có nắp. xin cái bịch để mang ly về cũng không cho. mình hỏi nếu khách mua mang đi thì cầm kiểu gì thì nhân viên chỉ nói không có bịch. đến cái bịch cũng không có thì chịu, chắc không quay lại. ps: không chụp bill nhưng nhớ có a1, a4 và chai nước suối tổng 317 vnd.",1,1,0,2,20.0,0.9113812
