rating,text,word_count,food,service,place,cost,count
4 sao,"thức ăn ngon giá chát chút nhưng ngon. hàu 49 vnd1 em; cá lăng 450kg cua gạch 790kg tôm sông 590kg mực sữa 420kg mình đi chung với công tình yêu, măm trong phòng vip nên được hát karaoke free tuy nhiên list bài arriarang hơi cũ nên chỉ hát được nhạc cũ, không có mấy bài hot như bây giờ hihi",62,2,0,2,1,33
5 sao,giá rè hợp lý,4,0,0,0,2,33
4 sao,"cơm sinh viên giá ổn,",5,0,0,0,2,33
5 sao,địa chỉ ở lầu 7 đi thang máy lên. quán tương đối rộng. decor đẹp. người yêu thích chỗ này hihi. giá cả cũng ổn mọi thứ ổn. nice place to relax. 5 star. à phụ thu 30 vnd1ps,39,0,0,2,2,33
5 sao,"quán ăn giá cả hợp lý, bờ sông thoáng mát.",10,0,0,2,2,33
4 sao,giá rẻ,2,0,0,0,2,33
5 sao,"đồ ăn ngon, không gian hợp với gia đình. giá cũng hơi cao so với các quán xung quanh",19,2,0,2,1,33
5 sao,giá hợp lý sạch sẽ mở bán rất khuya,9,0,0,2,2,33
5 sao,"quán có nhiều không gian phù hợp cho nhiều mục đích khác nhau. giá cả cũng hơi cao thôi nhưng chất lượng thì rất ổn nhé. mọi người nên đặt bàn trước vì chi nhánh q1 mình thấy không có nhiều bàn trong phòng máy lạnh và full bàn cũng nhanh. recommend cơm chiên bách hoa, cơm chiên cá mặn trứng muối, gỏi xoài hải sản, hến xúc bánh đa và team mình ăn lẩu riêu cua thấy cũng ngon. cơ bản là 6 người gọi 6 món kèm bia ăn không hết. giá cả có sẵn trong menu trên web nên mình nghĩ không cần review thêm",108,2,0,2,1,33
5 sao,nhà hàng nằm ở tầng 4 vincom -tiện lợi mua sắm và ăn uống -thực đơn đa dạng -đủ các món gà và mì -giá cả khá hợp lí -nếu giá đình đi chơ cuối tuần gé ăn vặt mùa sắm rất tuyệt,43,0,0,0,2,33
3 sao,nằm gần trường đh cn4. trục đường nguyễn thái sơn. quán bán cơm với nhiều món ăn bên cạnh còn có bún cá châu đốc. giá hợp lý. ổn,29,0,0,0,2,33
5 sao,"quán khá sạch sẽ và mát mẻ. món ăn ngon, trình bày đẹp. giá cả trên mức trung bình xíu nhé. chấp nhận được. thanks",25,2,0,2,1,33
5 sao,"địa điểm chill khá lý tưởng cho các bạn trẻ vào dịp cuối tuần cùng bạn bè. quán nằm trên tầng 7, view nhìn được toà landmark xa xăm . các bạn nên đi sớm 1 tẹo để có chỗ ngồi lý tưởng nhé. giá nước và cocktail cũng khá phù hợp từ sinh viên cho tới dân văn phòng. hãy tới và cảm nhận nhé.",66,0,0,2,2,33
4 sao,"quán ngồi lề đường nên thích hợp cho các bạn sinh viên, người có thu nhập thấp hoặc người cần không gian ngoài trời. nhà vệ sinh cạnh bếp nên không hay lắm. nhưng với giá này thì không thể đòi hỏi hơn, quán lề đường là phải chấp nhận.",50,0,0,2,2,33
5 sao,quán anh rất tuyệt vời. các bé nhà mình thích ăn ở đây. giá cả hợp lý,17,0,0,0,2,33
4 sao,trãi nghiệm của mình khá tốt. quán rất rộng nhưng đông kín khách. từ 6h tối đã xếp hàng chờ lượt số tới tuy nhiên các món trình bày và gia vị mix rất ngon. đi 2 người ăn no căng bụng tầm 1 triệu. trà sữa ngon và ngoài ra còn có mấy trò giải trí trong lúc ăn khá hay,62,2,0,2,1,33
4 sao,rẻ ấm cúng phù hợp,5,0,0,2,2,33
4 sao,"quán phở nhỏ. giá rẻ, có chỗ ngồi ngoài đường thoáng mát.",12,0,0,2,2,33
5 sao,giá hợp lí đi nhiều rất,6,0,0,0,2,33
4 sao,"ăn thường xuyên, bình dân. khá phù hợp với sinh viene",11,0,0,0,2,33
3 sao,quán giá trung bình tầm 25 vnd. có điều quán bới nhiều cơm và thức ăn quá gây cảm giác tội lỗi khi bỏ mứa thức ăn,27,0,0,0,2,33
4 sao,"có dịp mình có đi ngang qua và tiện vào thử cuc gach restaurant. mình có order bún thịt nướng món mà mình khá thích , và mình thấy khá là ngon, nhìn chung giá thì hơi cao so với thị trường còn vibe thì rất truyền thống, đem lại cảm giác văn hoá dân tộc.",56,2,0,2,1,33
5 sao,"view đẹp đồ ăn ngon , giá hơi cao nhưng chấp nhận được",13,2,0,2,1,33
3 sao,cũng được giá bình thường,5,0,0,0,2,33
4 sao,"thức ăn khá ngon ,tuy nhiên giá cả hơi cao, nhà hàng rộng rãi ,khá mát mẻ",17,2,0,2,1,33
5 sao,"không gian quán view đẹp, ngắm trăng bao phê, quán rất đông nên đôi khi cần phải đặt bàn trước. bia, nước giá cũng tương đối không quá mắc",29,0,0,2,2,33
4 sao,"quán 24h, ổn áp, nhưng wifi chỉ có 1 cổng kết nối nên khi đông khách là giật lag không chơi game được. giá thấp nhất 30 vnd",28,0,0,0,2,33
5 sao,không gian thoáng đãng view đẹp lắm nhé chụp hình đẹp khỏi chê nhé menu phong phú hợp giá tiền,20,0,0,2,2,33
3 sao,"- quán đẹp - có chỗ ngồi trên sân thượng - khách rất đông nên cứ đặt bàn trước lúc đến cho chắc chắn - đồ ăn ngon, menu đa dạng - mức giá có sự chênh lệch khá lơn giữa món chiên và món nướng. ví dụ món chiên 120 vnd thì món nướng hơn 300 vnd. công tình yêu đi 15 người hết 4tr. - nhà vệ sinh tách bạch nam riêng, nữ riêng nhưng lại chung vách, không có trần, vách tường cao khoảng hơn 2 mét. có nghĩa là nếu bạn nữ đang đi tè, nam biến thái nào đó vẫn có thể trèo tường để nhìn lén - trừ 2 sao vì nhà vệ sinh còn mọi thứ đều ổn.",125,2,0,2,1,33
5 sao,quán sạch sẽ thoáng mát giá hợp lý lần sau ủng hộ tiếp,13,0,0,2,2,33
5 sao,đáng đồng tiền,3,0,0,0,2,33
5 sao,quán đẹp không gian rộng rãi mát mắc rẻ quá đi đồ ăn ngon rất vừa miệng sẽ ủng hộ lại lần sau ạ,24,2,0,2,1,33
5 sao,quá rẻ,2,0,0,0,2,33
5 sao,"tình cờ tìm quán này bên đường võ văn kiệt, buổi trưa ít quán mà còn tiếp khách nên là thấy là vào ngay luôn, bạn mình ngồi từ 12h trua đến 07h tối phía trên còn có sân thương, chỉ mở buổi tối thôi nhé đồ ăn ngon, giá thì cũng trung đến cao chứ kg rẻ lắm nhé",60,2,0,2,1,33
4 sao,"mới nghe người quen giới thiệu nên ghé điểm cộng: đồ ăn tươi, nấu vừa miệng, chỗ ngồi rộng rãi mát mẻ điểm trừ: giá mỗi món cao và nhiều đồ ăn, nên nhà mình 2 người lớn mà 2 trẻ em đi ăn được vài ba món, trẻ nó không ăn mấy, có 2 người lớn gọi vài ba món là no và giá cao nên không ăn được nhiều món",72,2,0,2,1,33
5 sao,"quán siêu rộng, giá lại ổn, 10 điểm hổng có nhưng",11,0,0,2,2,33
4 sao,khá ổn trong tầm giá 40÷80 vnd,7,0,0,0,2,33
5 sao,"quán nhậu ổn, giá bình dân, nên ghé nhé mọi người",11,0,0,0,2,33
5 sao,"xinh thật sự luôn ý, giá cả hợp lý không quá đắt, không gian yên tĩnh lắm ạ, chắc chắn sẽ quay lại",23,0,0,2,2,33
5 sao,"khu sân thượng của quán rất thoáng mát, nhạc chill, đồ ăn ngon, vị trí trung tâm, giá không rẻ nhưng không quá mắc",24,2,0,2,1,33
5 sao,"đồ ăn tại quán ngon, đa dạng, các món chiên cũng như món riêu. thiết kế quán thoáng mát. tuy nhiên giá tiền cũng không phải rẻ. nhưng đồ ăn ngon",31,2,0,2,1,33
4 sao,"quán trên lầu một căn nhà nhỏ nên dễ bị bỏ qua cho cảm giác hơi hidden và không đông như các quán khác trong khu vực. đồ ăn ngon, đặc biệt có món don. nhà vệ sinh sạch sẽ. giá thì đắt so với khẩu phần ăn so với các quán ăn khác chung quanh 75 vnd dĩa cơm gà, quanh đây quán ngồi ổn như này thì cũng 40 vnd - 50 vnd",75,2,0,2,1,33
5 sao,"không gian đẹp, kiểu âu mỹ, phù hợp cho hẹn hò, giá cả cũng khá mềm. quán có bán nhiều set đi kèm hoa và bánh rất xinh.",28,0,0,2,2,33
5 sao,"không gian đẹp, đồ uống ổn. nhưng mà giá hơi mắc tí, nhưng mà ổn á",16,2,0,2,1,33
4 sao,"nhà hàng này đồ ăn ngon, nhưng giá hơi chát, so với chất lượng và vị trí thì giá có thể chấp nhận được, vì gần trung tâm nên khách khá đông, thời gian đợi làm món hơi lâu. chỗ đậu xe cũng rất hạn chế",46,2,0,2,1,33
4 sao,"khá yên tĩnh, thích hợp cho những ai cần không gian để học hành và làm việc, giá cả vừa phải. quán có thiết kế theo phong cách xưa, có khu dành riêng cho những người không thích máy lạnh giống mình. internet cũng khá ổn định. good.",48,0,0,2,2,33
5 sao,mình đi gia đình ngồi bên trên rất ổn nhé giá cũng phải chăng ai ở gò vấp thì nên ghé trãi nghiệm nè,24,0,0,2,2,33
5 sao,đi 1 người gọi combo siêu hời . tuyệt cứ mèo,11,0,0,0,2,33
4 sao,"1 style rất riêng của 1 trong các chuỗi coffee cửa hàng ở sài gòn. quán trang trí nhẹ nhàng, hoài cổ, đồ uống khá ngon. giá hơi cao nhưng chấp nhận được.",33,2,0,2,1,33
4 sao,"một quán cà phê sang chảnh đúng nghĩa! với tôi, người thích uống cà phê thì cà phê và cà phê sữa đều pha nóng ngon và thơm đậm đà, có dư vị. một số thức uống khác và bánh ăn nhẹ nghe bạn bè khen ngon. nhưng so với chất lượng thì giá hơi cao. trang trí của quán thì khỏi nói, đây là nơi của tín đồ sống ảo. và cũng là nơi cho những bạn trẻ đến học tập, tra cứu. hay cũng dành cho những bạn thích suy tư, nghiền ngẫm cuộc đời, vị trí trên lầu, góc cửa sổ hôm đó trới mưa lất phất, lãng mạng lắm luôn á, nhưng không chụp được tấm hóng nào . toilet rất sạch sẽ, ngăn nắp, thơm tho. nhưng. rất bất tiện ý kiến cá nhân, vì dùng chung cho nam và nữ. mình lên lầu thấy wc có ký hiệu nam và nữ trên cánh cửa duy nhất, bước vào. có 2 phòng, mỗi phòng là một bồn cầu. trước đó có chổ rửa tay, duy nhất một cái, chỉ một cái duy nhất. mình bước ra ra khi ., định đi rữa tay. giật bắn mình khi thấy 1 chị đang đứng đó rửa tay rữa mặt gì ấy. cảm thấy rất không thoải mái vì trong đầu cứ lập trình đây là toilet nam như xưa giờ, bây giờ lại đứng trong hoàn cảnh này nên cảm thấy hơi không ổn. chờ rữa tay nà cái chị đó chiếm dụng cái bồn rửa tay lâu quá hơn 3 phút và trong người có sự e ngại nên mình out . đi xuống dưới ra ngoài chổ ngồi, chổ mấy cái lá cây, trời đang mưa, rữa tay luôn . nói chung chỉ vậy, nên mình rút lại 1, chỉ đánh giá 4 mà thôi, thân mến! ps: các bạn có sử dụng nhà vệ sinh hay bồn rữa tay hoặc những khu vực công cộng khác vui lòng tranh thủ và gọn gàng sạch sẽ giúp với, để mọi người còn có cơ hội trải nghiệm với .",354,2,0,2,1,33
5 sao,"bánh canh rất ngon, ngoài cua thì có thêm thịt heo, chả, quẩy, giò heo. quán rộng rãi, nhiều chỗ ngồi. giá 2022 là 45 vndtô bánh canh bình thường.",30,2,0,2,1,33
5 sao,quán ăn phù hợp cho những ngày cuối tháng mà lương chưa về,13,0,0,0,2,33
4 sao,"bánh canh cua nổi tiếng khu chợ gò vấp, nằm ngay đầu đường vào chợ nên cũng dễ kiếm. bánh canh này đúng gu bánh canh mình thích, nấu sệt sệt cọng bánh canh mềm. tô bánh canh ở đây ú nụ luôn, ăn bao no á. mình rất thích những quán ăn múc đầy đặn như này giá cao chút nhưng mình cảm thấy xứng đáng. con tôm ú ụ là biết chắc tôm tươi, có mấy cái bánh thấy thơm mùi cá nhưng không hẳn là chả cá 100, cua cũng nhiều lắm á nhưng hôm mình đi ăn mình cảm thấy cua hơi bị mùi tanh á, còn lại là ngon hết. hợp với khẩu vị mình. bánh canh không có ăn với nhau nhưng khi kết hợp với chanh ớt, nước mắm ớt xắt thì hương vị bùng nổ lắm á. quán đông khách ăn tại chỗ và mua về, trong chợ nhưng cũng khá sạch sẽ, thấy quán ghi có bán buổi sáng nhưng mình ghé lại không thấy. quán không nhận chuyển khoản nên đi ăn phải nhớ đem theo tiền mặt",188,2,0,2,1,33
5 sao,món ăn ở đây khá ổn. tàu hủ singapore tráng miệng khá ngon. ngay trung tâm nên giá hơi cao. có phòng riêng và nhà hàng hỗ trợ decor cả backdrop.,31,2,0,2,1,33
5 sao,"quán có vị trí trung tâm thuận tiện, nguyên dãy nhà rất rộng nên phục vụ được đông người. buổi sáng có bán đồ ăn sáng ăn tạm cũng được. tuy nhiên phía trước quán chưa được gọn gàng lắm, có cảm giác kém sang đi.",46,2,0,2,1,33
5 sao,"ăn sáng ở đây nhiều món, bò kho, hủ tiếu, cơm, . thích nhất là hủ tiếu bò kho, tối thì nhậu lai rai, món cũng khá ổn không gian có cả phòng lạnh và ngồi ngoài giá hơi cao, tầm 100- 120 vnd phần ăn sáng 2026 5 sao",50,2,0,2,1,33
5 sao,giá bình dân.quán không gian thoáng mát.nhất định sẽ quay lại,11,0,0,2,2,33
5 sao,quán rộng rãi. mình khá ấn tượng vì quánluôn sạch sẽ đồ ăn kha rẻ so với khu phạm văn đồng. mình đi 3 người có 300 mấy,28,0,0,2,2,33
4 sao,"nhà hàng lịch sự, món ăn khá ổn, giá cả hơi mắc.",12,2,0,2,1,33
5 sao,"tôi đi ăn rồi vừa rẻ vừa hợp túi tiền cho các bạn đi đông nhé ,",17,0,0,0,2,33
5 sao,"quán đồ ăn, giá cả hợp lý cho sinh viên",10,0,0,0,2,33
5 sao,mjnh rất thích bởi giá cả hợp lý và trang trí thật và đẹp mắt,15,0,0,2,2,33
5 sao,"máy đẹp ổn ,giá 3 tr củng đưocj",8,0,0,0,2,33
5 sao,"nhà hàng có không gian rộng rãi thoáng mát. giá cả hợp lý, có thể thanh toán bằng thẻ, có xuất hóa đơn đầy đủ.",25,0,0,2,2,33
4 sao,"nhà hàng có bán đồ ăn sáng, phục vụ mọi người, nhiều món ăn sáng, giá hợp lý. bán từ 6h-9h",21,0,0,0,2,33
5 sao,"tình cờ ghé ăn cùng gia đình mà không nghĩ combo như vậy chưa đến 600 vnd, view đẹp thoáng mát.",21,0,0,2,2,33
4 sao,"quán rất đông khách, có giao hàng trên các app food giá rất rẻ so, thịt ướp ổn.",18,0,0,0,2,33
4 sao,"đây là quán ruột của gia đình nhà vợ mình, không biết mùi vị những quán kế bên như thế nào nhưng đã là quán ruột thì cứ thèm là đến mua thôi. thường thường ở đây không có nhiều người ngồi nhậu lắm do là món ăn khá đơn giản, mấy ông nhậu thích nhiều món hơn. còn gia đình mình thì thường mua mang về ăn với giá 130 vndcon khá hợp lý, đi kèm là đu đủ chua và rau, nếu thích bạn có thể lấy thêm bánh mì",92,0,0,0,2,33
4 sao,"giá hơi cao nhưng đồ ăn xứng đáng với số tiền,không khí khá ấm cúng,nên đi theo nhóm",18,2,0,2,1,33
4 sao,"quán rộng, có nhiều món, giá bình dân.",8,0,0,2,2,33
5 sao,ngon. năm ngoái 120 vnd năm nay xăng tăng điện tăng nên gà 140 vnd.,15,0,0,0,2,33
3 sao,"đầu hẻm 449a lê quang định, bình thanh, bên cạnh là gà nướng anh tư, 2 bên cùng giá cả, chất lượng anh tư khá hơn và chỉ có món gà nướng, mặt bằng việt hương thông thoáng hơn và có các món ăn khác . lưu ý 2 bên cùng giá 150 vndcon hoặc 75 vnd12 con kèm bánh mì, đu đủ chua, xốt chấm . giá ổn nhưng menu việt hương in giá 140 vnd và 70 vnd khi tính bill mình mới biết giá mới lên . đã nhẹ nhàng góp ý nên cập nhật giá trên menu để tránh bị khách hiểu lầm nhưng vh chỉ im lặng ? .",114,0,0,2,2,33
4 sao,"giá cả hợp lý. tô lớn bò bắp đặc biệt chỉ 50 vnd. mình thấy tô rất là to. ăn no cả bụng đối với nam to vai rộng. hợp túi tiền, bên cạnh quán thoáng mát, sạch sẽ, giữ xe an toàn.",43,0,0,2,2,33
5 sao,menu 200 món dưới 100 vnd nhé,7,0,0,0,2,33
5 sao,"quán rất ổn, giá cả hợp lý thoáng mát sạch sẽ đồ ăn lên nhanh mười điểm",17,0,0,2,2,33
5 sao,"quán cơm ngon, giá hơi chênh với mặt bằng chung nhưng xứng đáng nhé. hôm trc gọi đồ ăn xong lên quá tr đồ ăn luôn. rất vừa miệng, nhìn khá sạch sẽ, chén đũa okla không bị dơ như 1 vài quán khác. ăn ở đây trên 3 lần rồi, sẽ quay lại",54,2,0,2,1,33
2 sao,"quán cơm chay bình dân nằm trên đường nguyễn thái sơn, quận gò vấp. ngoài cơm chay, quán còn có các món chay thuần tuý khác như bún huế, bánh canh, hủ tiếu, mì xào dòn, hủ tiếu xào. và thực phẩm chay khác. nếu ai chọn giá cả hợp lý là tiêu chí để lựa chọn một quán chay thì đây sẽ là một đề xuất hàng đầu.",69,0,0,2,2,33
5 sao,"giá ổn, chỗ bờ sông mát mẻ,",7,0,0,2,2,33
4 sao,"quán nhậu bình dân, ngồi dưới luỹ tre",8,0,0,2,2,33
4 sao,"quán rộng thoáng mát, giá cả hợp lý",8,0,0,2,2,33
3 sao,"quán rộng rãi,thoáng mát, giá cả ổn",7,0,0,2,2,33
5 sao,"có chỗ đậu xe , giá bình dân . ổn",10,0,0,2,2,33
5 sao,giá rẻ,2,0,0,0,2,33
5 sao,"chất lượng âm thanh rất tuyệt vời, mức giá phù hợp!",11,0,0,0,2,33
4 sao,"giá 25 vnd, có 1 thanh chả lụa. quán bán 24h 24h. mình rất thích ăn bánh đúc nên biết đây là bánh đúc làm từ bột năng nhiều hơn bột gạo nhen",33,0,0,0,2,33
5 sao,"giá cao hơn những quán phở khác nhưng nhận lại là không gian máy lạnh, bàn ghế sàn sạch sẽ. ra bên ngoài tô phở cũng 40 vnd rồi nhưng ăn ở đây gọi size vừa ăn no rất lâu. nước dùng không bột ngọt, rất thanh. bánh phở tự làm sạch sẽ, trà đá miễn phí.",57,2,0,2,1,33
4 sao,phở làm trực tiếp tại quán đảm bảo về an toàn. thịt tươi ngon. quán sạch sẽ. tuy nhiên giá hơi cao !,23,2,0,2,1,33
3 sao,"quán ẩm thực chay với những món ăn chay thuần tuý việt nam : cơm, hủ tiếu, bún huế, lẩu thập cẩm, lẩu nấm. giá cả bình dân. quán nằm trên đường nguyễn thái sơn thuộc quận gò vấp - sài gòn.",42,0,0,2,2,33
4 sao,"món ăn tạm được với mức chi phí hợp lý. không gian rộng rãi, thoáng mát",16,0,0,2,2,33
1 sao,"đồ ăn bình thường chỗ khác ăn cùng giá mà ngon hơn nữa. phục vụ chậm, khách vắng mà vô không ai quan tâm luôn.",25,3,1,0,0,36
1 sao,"mình có đến quán ăn và gọi né né 3 gồm xúc xích, nem, pate, 2 trứng và nhiều bò này là menu ghi. nhưng phục vụ mang đồ ăn ra rất nhanh, chỉ có bò và trứng, xong mình hỏi lại thì như hình mình chụp. một bạn nào đó cầm cái gắp 2 lần, 1 lần gắp thêm cây nem xong đi ra, xong lần sau gắp thêm cục pate bỏ vào dĩa mình mà không nói 1 tiếng nào. thái độ nhân viên phục vụ rất kém, nếu không có biện pháp khắc phục thì quán nên dẹp sớm. vì đây là lần đầu tiên đến quán và cũng là lần cuối cùng. gửi chủ quán, mong bạn đọc được !",124,3,1,0,0,36
3 sao,"đồ ăn khá đa dạng, nước lẩu hợp mình nên thấy cũng ổn. nhưng khi mình vô quán bảo vệ khó chịu và không niềm nở và kiểu khó chịu. nhân viên đưa nước lẩu lên không giới thiệu cho mình phân biệt vị lẩu. nói chung cũng ổn, tráng miệng cũng đa dạng nhưng mà mình bị khó chịu thái độ của chú bảo vệ",66,3,1,0,0,36
1 sao,quán đồ ăn ổn mà nhân viên không tốt bạn tóc xù thái đôn với dằn mân sáng chén mat khách kiêu lấy nc chấm hì thái độ ra nrox lần sao tôi không đến quán này nua,38,3,1,0,0,36
2 sao,"đồ ăn thì cũng tạm, mỗi tội phục vụ . thiếu đồ tùm lum, mỗi lần gọi là rất lâu mặc dù lúc đó khách đã vắng. lần sau sẽ không quay lại",33,3,1,0,0,36
1 sao,"đồ ăn bình thường, không có gì nổi bật, quán không đông nhưng đợi đồ ăn rất lâu, nhân viên rất kì, đem đồ ăn lộn 2 lần, đem lộn của bàn khác qua bàn mình để đó vài phút may mà mình chưa ăn rồi đến lấy qua bàn khác mà không nói gì với mình, kêu trà đá cũng không nhớ để đem ra phải kêu đi kêu lại,",71,3,1,0,0,36
1 sao,quaán phục vụ rất chậm. không đem muỗng nước chấm kẹt nướng vá cho khách! đồ ăn tạm,18,3,1,0,0,36
4 sao,"quán không gian thoáng mát, phục vụ tốt, nước lẩu và thịt ngon. tuy nhiên giá hơi mắc so với phần ăn",22,2,2,2,1,36
5 sao,"sinh nhật ông anh được mời đến quán này, nằm trong hẻm nên khá yên tỉnh, được cái lúc ăn uống có âm nhạc kiểu aucotic mở khá hay du dương bên tai, đồ ăn thì bày biện trang trí bao đẹp, đập chất nghệ thuật, các anh chị đầu bếp đúng là nghệ sĩ, ăn vào thì cực ngon, đáng để bạn trải nghiệm 1 lần, lưu ý không nên thử khi bạn đang viêm màng túi nhé. các bạn nhân viên siêu kute siêu dễ thương luôn. sẽ quay lại đây nữa, mộc hãy đợi đấy",98,2,2,2,1,36
1 sao,"nhân viên không nhiệt tình, thờ ơ khách, đồ ăn ổn. cho 1 sao vì quá coi thường khách, xin 4cái ly mà nửa tiếng mới có, đồ ăn lên thì không đem ra cho khách.",36,3,1,0,0,36
1 sao,"đồ ăn bình thường không có gì đặc sắc,phục vụ thì rất tệ kêu nghe xong quay đi không thấy hồi đáp lại",23,3,1,0,0,36
3 sao,"đồ ăn ngon, quán sáng sủa, nhân viên lịch sự nên trải nghiệm nhìn chung khá ổn. tuy nhiên giá chưa được đẹp lắm so với khẩu phần vì phần ăn hơi ít.",33,2,2,2,1,36
5 sao,"món ăn bình thường, nhân viên bỏ lơ ý kiến của khách",12,3,1,0,0,36
5 sao,"các bạn nhân viên nhiệt tình, không gian thoáng mát, thức ăn ngon, giá cả tạm ổn.",17,2,2,2,1,36
5 sao,"chị nhân viên ở quầy tính tiền nên biết cách nói chuyện với khách hàng chứ chị nói chuyện với khách mà giống chửi vào mặt khách vậy đó, tới nhờ sạc giùm cái điện thoại mà bị nói cứ như tội phạm á trời, đã vậy còn để điện thoại 1 góc không sạc giùm nữa cơ, đồ ăn ổn nhưng thái độ của chị không ổn nhé",69,3,1,0,0,36
1 sao,đồ ăn bình thường nhma nhân viên phục vụ thái độ không tốt. kiểu nhăng nhăng mặc dù minhg và bạn không làm gì. đi 1l không có lần 2,30,3,1,0,0,36
4 sao,"món cà ri dê khá ổn. ai thích cà ri dê cay và không hoi mùi dê thì rất hợp khẩu vị riêng mình thì thích hoi hoi mới ngon phục vụ nhiệt tình. muốn châm thêm cà ri cứ gọi nhé, các bạn sẽ châm thêm. nhìn sơ tưởng quán nhậu nhưng gia đình vào ăn cũng ổn nhé. có bán mang về. - giá hơi cao nhẹ với món cà ri dê vì mình chỉ ăn món này. 2 người ăn 1 phần cà ri, 3 ổ bánh mì, 1 pepsi khoảng 200 vnd. đây là so giá của món cà ri dê của quán này với quán khác nhé. - quán bình dân nên csvc nhẹ nhàng thôi. mình hơi nóng vì ngồi ngoài đường bị thiếu quạt.",131,2,2,2,1,36
3 sao,"tiệm không public sdt đặt bàn trên google, book qua web trước 1 ngày cũng không ai liên hệ xác nhận, thái độ nhân viên phục vụ như khinh khách. menu đa dạng nhưng không có hình ảnh minh hoạ, rất khó xem, dimsum cũng không mấy đa dạng. chất lượng đồ ăn cũng bình thường thôi, không có gì đặc biệt.",62,3,1,0,0,36
1 sao,"đồ ăn thì tạm ổn ! nhưng phục vụ quá tệ, xin chén nước chấm mà ngồi từ lúc món ra đến lúc ăn hết món vẫn chưa thấy, xin cái muỗng ăn cơm cũng không có ! lên món thì chậm, kêu có 3 món mà 2 tiếng vẫn không lên đủ được. ăn mất cả hứng",58,3,1,0,0,36
4 sao,"đồ ăn ngon, nhiều món phong phú. nhiều không gian phù hợp cho các nhóm khách khác nhau phòng lạnh, phòng riêng, không gian chung, bàn phía ngoài đường. phù hợp cho các nhóm tới ăn uống, nhậu, tiếp khách. giá ở mức trung bình cao. có thể đỗ xe ô tô. nhân viên dễ thương và nhanh nhẹn.",59,2,2,2,1,36
4 sao,"đồ ăn tươi, ngon, giá cao hơn mặt bằng một chút. quán rộng, không quá đông, có phòng riêng, khá náo nhiệt. chế biến món ăn khá chậm tuy nhiên nhân viên phục vụ nhiệt tình.",36,2,2,2,1,36
4 sao,"mình ghé quán vào buổi tối, không gian khá rộng, phù hợp để ngồi làm việctán gẫuđọc sách. món ưa thích luôn là cà phê trứng tuy nhiên giá hơi cao khoảng 65 vnd một ly đấy mọi người ạ. nhân viên phục vụ nhanhnhẹ nhàngnhiệt tình, quán mở nhạc vừa phải nên không bị ồn. sẽ quay lại nếu cần chỗ ngồi thư giãn hoặc làm việc.",68,2,2,2,1,36
3 sao,"mình biết quán qua tik tok, thấy cũng gần chỗ mình ở nên quyết định trải nghiệm ở quán xem sao. không gian: phòng riêng tư rộng rãi, mát mẻ, tuy nhiên quán nên xem lại cách set up đèn, khá tối và lộ nhiều khuyết da 710 nhân viên: nhiệt tình, chụp ảnh đẹp 910 thức ăn: khẩu phần ăn khá ít, cá nhân mình thấy hơi đắt so với tầm giá, set 699 vnd được 4 món ăn. trong đó, mì và bò hợp khẩu vị với mình, 2 món còn lại không có gì nổi bật 710 tổng quan: 610, lúc book bàn mình sẽ nghĩ phòng riêng 499 vnd đã bao gồm decor, nhưng khi tính tiền lại 93 vnd tiền decor lúc tư vấn nhân viên không hề báo mình trước khá thất vọng ở khoản này! nói chung mình và người yêu không quá khó tính, vẫn hoan hỉ cho quán nhưng hy vọng tiệm sẽ rõ ràng hơn trong vấn đề giá cả này",171,2,2,2,1,36
1 sao,"đồ ăn bình thường ghét cách phục vụ , đồ ăn thì quá lâu , phục vụ quá kem nên cân nhắc quán này",24,3,1,0,0,36
5 sao,"không gian sạch sẽ, hiện đại, nhân viên phục vụ siêu nhiệt tình. nước lẩu đa dạng, đồ ăn tươi ngon, nhiều dịch vụ tiện ích đi kèm nên trải nghiệm rất đáng giá. giá hơi cao một chút và cuối tuần thường đông, nhưng tổng thể rất hài lòng",50,2,2,2,1,36
3 sao,nói chung mọi thứ cũng bình thường. nhân viên dòm có vẻ không thân thiện cho lắm. đồ ăn làm cũng được. nói chung mọi thứ ở mức trung trung,30,3,1,0,0,36
5 sao,"đồ ăn ngon, giá hơi cao nhưng đổi lại chất lượng, nhân viên dễ thương, bếp ra món nhanh, không gian rộng rãi, sạch sẽ, thoáng mátt.",27,2,2,2,1,36
2 sao,"trải nghiệm lần đầu và không có lần sau - đồ ăn lên rất chậm, tưởng đâu bếp làm không kịp nhưng đồ ăn mang ra thì lại nguội ngắc - đồ ăn vị ổn nhưng nước chấm không đa dạng",41,3,1,0,0,36
4 sao,"khá tốt. đồ ăn ngon, phục vụ tốt và dễ thương. giá cao và không gian đẹp, thoáng trên lầu",20,2,2,2,1,36
